covariate,smd_raw,smd_matched,smd_iptw,abs_smd_raw,abs_smd_matched,abs_smd_iptw
ACTIVE_APP_COUNT,0.5710728713064482,0.03328374171035557,0.07078889421367086,0.5710728713064482,0.03328374171035557,0.07078889421367086
HIST_ACTIVE_DAYS_7D,0.5454900638840603,0.00044245691883357886,0.039986953757446785,0.5454900638840603,0.00044245691883357886,0.039986953757446785
LIGHT_APP_COUNT,0.4854085374775455,0.024752615846585422,0.062195912313528744,0.4854085374775455,0.024752615846585422,0.062195912313528744
HIST_CAMPAIGNS_7D,0.4771732696515094,-0.014724659733080856,0.026931190743252145,0.4771732696515094,0.014724659733080856,0.026931190743252145
HIST_LOAD_EVENTS_7D,0.467575236724552,-0.03140170487923556,0.02724366423476631,0.467575236724552,0.03140170487923556,0.02724366423476631
REGULAR_APP_COUNT,0.44843827249126705,0.035236871391308655,0.05029631696269673,0.44843827249126705,0.035236871391308655,0.05029631696269673
HIST_TILE_IMPRESSIONS_7D,0.43423013114204423,-0.02903226226401914,0.013251159580212168,0.43423013114204423,0.02903226226401914,0.013251159580212168
HIST_IMP_EVENTS_7D,0.43423013114204423,-0.02903226226401914,0.013251159580212168,0.43423013114204423,0.02903226226401914,0.013251159580212168
HIST_IMPRESSIONS_7D,0.4339709949024475,-0.02907211356457703,0.013212526121730413,0.4339709949024475,0.02907211356457703,0.013212526121730413
APP_COUNT,0.39455944120756087,-0.028107996030967433,0.0404006198897408,0.39455944120756087,0.028107996030967433,0.0404006198897408
TOTAL_ACTIVE_DAYS,0.38940574253671484,0.020585121777752347,0.05450849345988232,0.38940574253671484,0.020585121777752347,0.05450849345988232
AVG_DAILY_IMPRESSIONS,0.38041048030844493,-0.03166687667023132,0.013004018259787585,0.38041048030844493,0.03166687667023132,0.013004018259787585
CHANNEL_TILE_RATIO,0.35569638903205125,0.005413582026841134,0.054579155825352055,0.35569638903205125,0.005413582026841134,0.054579155825352055
HIST_TV_CAMPAIGN_IMP_7D,0.22613596506189054,-0.02349068525446624,0.02528562019412295,0.22613596506189054,0.02349068525446624,0.02528562019412295
TOTAL_MINUTES,0.22224550673319093,-0.002148711593321332,0.026456460436834785,0.22224550673319093,0.002148711593321332,0.026456460436834785
TOTAL_APP_TIME_7D,0.21888370420602402,-0.022709436755876684,-0.0038729849824109923,0.21888370420602402,0.022709436755876684,0.0038729849824109923
DMA_CODE,0.17987845920692055,0.0011237644073001448,0.006748713600480317,0.17987845920692055,0.0011237644073001448,0.006748713600480317
STV_YEAR,-0.1636237861530548,0.014497737283176269,-0.02949040515615826,0.1636237861530548,0.014497737283176269,0.02949040515615826
DAYS_SINCE_LAST_ACTIVE,-0.15473329349244702,-0.006909194131361287,-0.003990601718628212,0.15473329349244702,0.006909194131361287,0.003990601718628212
TOTAL_TV_USAGE_TIME_7D,0.12194287543530295,-0.021718994930290208,-0.02004480213690332,0.12194287543530295,0.021718994930290208,0.02004480213690332
SLEEPING_APP_COUNT,0.11593543002304289,-0.01829501432215411,0.022335409414954946,0.11593543002304289,0.01829501432215411,0.022335409414954946
AT_RISK_APP_COUNT,0.11227369433167743,-0.016717717638269493,0.02559535696426227,0.11227369433167743,0.016717717638269493,0.02559535696426227
HIST_MOBILE_CAMPAIGN_IMP_7D,0.10427602410765666,-0.009045302741480214,0.0111261231828128,0.10427602410765666,0.009045302741480214,0.0111261231828128
HIST_CLICK_EVENTS_7D,0.08363579576588669,-0.013585331724633769,-0.00020251172451992097,0.08363579576588669,0.013585331724633769,0.00020251172451992097
DORMANT_APP_COUNT,0.0775502484099585,-0.016707461771148704,0.014311429587057988,0.0775502484099585,0.016707461771148704,0.014311429587057988
CHAMPION_APP_COUNT,0.07220120213368009,-0.0025241694600366704,0.018724568806452763,0.07220120213368009,0.0025241694600366704,0.018724568806452763
TOTAL_AD_TIME_7D,-0.06203022095533485,-0.008551527296831184,-0.02725927119526946,0.06203022095533485,0.008551527296831184,0.02725927119526946
TOTAL_PROG_TIME_7D,-0.05950944890125214,0.0029763769022565383,-0.019630300346836573,0.05950944890125214,0.0029763769022565383,0.019630300346836573
TOTAL_HDMI_TIME_7D,-0.05316557060362356,-0.01613735055628501,-0.037629609203326836,0.05316557060362356,0.01613735055628501,0.037629609203326836
HIST_WEB_CAMPAIGN_IMP_7D,0.038335205431318325,-0.025286104603430587,-0.010599907259974423,0.038335205431318325,0.025286104603430587,0.010599907259974423
HIST_CLICK_RATE,0.027374317547013555,-0.0013096412687348498,0.002925792477410874,0.027374317547013555,0.0013096412687348498,0.002925792477410874
HIST_TRACKER_EVENTS_7D,-0.00869392174249352,-0.044854012599053014,-0.08323829774565554,0.00869392174249352,0.044854012599053014,0.08323829774565554
TOTAL_VOD_TIME_7D,-0.0016170418779723912,0.007372015784413199,0.0014041589277964165,0.0016170418779723912,0.007372015784413199,0.0014041589277964165
