covariate,smd_raw,smd_matched,smd_iptw,abs_smd_raw,abs_smd_matched,abs_smd_iptw
NUM_UNIQUE_APPS,0.6473317329603053,-0.010952502870965662,0.0850169159424971,0.6473317329603053,0.010952502870965662,0.0850169159424971
AVG_DAILY_APP_OPENS,0.5720041663064199,0.008811168817058424,0.0565835287150439,0.5720041663064199,0.008811168817058424,0.0565835287150439
ACTIVE_APP_COUNT,0.5666147751310614,0.0145012900028554,0.09386237788411428,0.5666147751310614,0.0145012900028554,0.09386237788411428
HIST_ACTIVE_DAYS_7D,0.5398338578464758,0.029083147465986683,0.03787763166159873,0.5398338578464758,0.029083147465986683,0.03787763166159873
LIGHT_APP_COUNT,0.4805258703360374,0.004903246629486729,0.08340277321894655,0.4805258703360374,0.004903246629486729,0.08340277321894655
HIST_CAMPAIGNS_7D,0.47275130851982183,0.010525090316529566,0.022861738143681386,0.47275130851982183,0.010525090316529566,0.022861738143681386
HIST_LOAD_EVENTS_7D,0.4640162979896371,0.001222654705213205,0.03625427286450052,0.4640162979896371,0.001222654705213205,0.03625427286450052
REGULAR_APP_COUNT,0.44474907002997527,0.027671843146693353,0.06648100770408996,0.44474907002997527,0.027671843146693353,0.06648100770408996
HIST_IMPRESSIONS_7D,0.43018094663021184,-0.002220143903128995,0.013199956778716968,0.43018094663021184,0.002220143903128995,0.013199956778716968
AVG_DAILY_HOURS_WATCHED,0.40846757772439696,0.012896553420088021,0.049972300427409015,0.40846757772439696,0.012896553420088021,0.049972300427409015
APP_COUNT,0.3887819403297601,-0.018695482519659135,0.061917514390130206,0.3887819403297601,0.018695482519659135,0.061917514390130206
TOTAL_ACTIVE_DAYS,0.38600371763423963,0.015449827515979894,0.05716817005428378,0.38600371763423963,0.015449827515979894,0.05716817005428378
AVG_DAILY_IMPRESSIONS,0.3752524143463348,-0.005649157808834654,0.0177772658310862,0.3752524143463348,0.005649157808834654,0.0177772658310862
CHANNEL_TILE_RATIO,0.34610581124811957,0.01810764368695548,0.05058675892296801,0.34610581124811957,0.01810764368695548,0.05058675892296801
ACR_APP_USED_APP_CNT,0.27203904256240385,-0.05801575673010503,0.016844532368744263,0.27203904256240385,0.05801575673010503,0.016844532368744263
G_USER_IMPRESSION_21D,0.24050313923477776,-0.0459761763584642,-0.0252466499602218,0.24050313923477776,0.0459761763584642,0.0252466499602218
AVG_AD_LENGTH,0.2346513908092766,0.012067049868731467,0.0265691697679753,0.2346513908092766,0.012067049868731467,0.0265691697679753
HIST_TV_CAMPAIGN_IMP_7D,0.2234176126343101,-0.0094403646977694,0.029643368009666056,0.2234176126343101,0.0094403646977694,0.029643368009666056
TOTAL_MINUTES,0.21908589400522815,0.00601080921710435,0.03689348866801251,0.21908589400522815,0.00601080921710435,0.03689348866801251
ACR_APP_AVG_USING_TIME,-0.21488093416336954,-0.03103406034728897,-0.05939893667090545,0.21488093416336954,0.03103406034728897,0.05939893667090545
TOTAL_APP_TIME_7D,0.21430311672179386,0.018305574124418293,0.015624439351269481,0.21430311672179386,0.018305574124418293,0.015624439351269481
USER_HI2A,0.18343779450806766,-0.00480637643122742,0.022933421466461157,0.18343779450806766,0.00480637643122742,0.022933421466461157
